campaign_id,user_id,sent_date,campaign_type,success
1352,7978,2025-03-25,Cashback,0
1353,6460,2025-04-25,Win-back,1
1354,2510,2025-03-30,Win-back,1
1355,6132,2025-04-04,Refer & Earn,1
1356,1976,2025-04-17,Win-back,0
1357,1109,2025-04-13,Cashback,1
1358,2966,2025-06-02,Win-back,1
1359,137,2025-04-04,Cashback,1
1360,9330,2025-05-04,Win-back,0
1361,2556,2025-04-27,Cashback,1
1362,6424,2025-03-15,Win-back,0
1363,2132,2025-05-11,Win-back,0
1364,9898,2025-03-25,Win-back,1
1365,2452,2025-04-21,Cashback,1
1366,6112,2025-06-03,Refer & Earn,0
1367,7152,2025-05-08,Refer & Earn,1
1368,1051,2025-06-02,Personalized Offer,0
1369,1466,2025-04-29,Personalized Offer,1
1370,1675,2025-06-08,Personalized Offer,0
1371,9463,2025-04-17,Personalized Offer,1
1372,611,2025-03-13,Cashback,1
1373,8134,2025-04-21,Cashback,1
1374,3110,2025-03-21,Refer & Earn,1
1375,6695,2025-03-22,Refer & Earn,1
1376,3228,2025-05-24,Win-back,1
1377,2053,2025-03-28,Win-back,0
1378,9388,2025-05-08,Win-back,1
1379,7543,2025-03-31,Refer & Earn,0
1380,578,2025-05-08,Cashback,1
1381,1507,2025-03-13,Refer & Earn,0
1382,129,2025-04-21,Personalized Offer,1
1383,7061,2025-03-27,Personalized Offer,0
1384,5640,2025-03-29,Cashback,1
1385,8432,2025-06-07,Refer & Earn,0
1386,9078,2025-03-13,Personalized Offer,1
1387,9034,2025-05-14,Personalized Offer,1
1388,4595,2025-06-08,Cashback,1
1389,5207,2025-05-20,Personalized Offer,0
1390,7922,2025-04-13,Refer & Earn,1
1391,9973,2025-04-01,Refer & Earn,0
1392,7890,2025-05-23,Refer & Earn,0
1393,9044,2025-05-20,Win-back,0
1394,5193,2025-05-02,Win-back,1
1395,5904,2025-04-29,Win-back,0
1396,2795,2025-04-19,Win-back,1
1397,6645,2025-06-04,Refer & Earn,1
1398,2049,2025-05-18,Win-back,0
1399,8451,2025-06-04,Personalized Offer,1
1400,3022,2025-04-28,Personalized Offer,1
1401,6962,2025-03-18,Personalized Offer,1
1402,6933,2025-04-24,Cashback,1
1403,9094,2025-04-04,Personalized Offer,0
1404,9170,2025-04-24,Personalized Offer,1
1405,4967,2025-05-09,Refer & Earn,0
1406,2369,2025-05-11,Win-back,1
1407,1109,2025-05-28,Win-back,0
1408,4496,2025-05-23,Cashback,1
1409,9104,2025-04-29,Cashback,0
1410,294,2025-04-09,Cashback,0
1411,6912,2025-05-20,Refer & Earn,0
1412,9532,2025-04-25,Cashback,1
1413,2412,2025-03-16,Personalized Offer,1
1414,6069,2025-03-28,Personalized Offer,1
1415,4429,2025-05-06,Win-back,0
1416,9282,2025-05-23,Win-back,1
1417,7695,2025-04-25,Personalized Offer,1
1418,8448,2025-04-05,Cashback,1
1419,2838,2025-03-14,Refer & Earn,1
1420,4337,2025-03-29,Win-back,1
1421,3682,2025-05-13,Cashback,0
1422,1633,2025-05-14,Personalized Offer,0
1423,4323,2025-05-26,Personalized Offer,1
1424,9011,2025-05-22,Personalized Offer,0
1425,6766,2025-06-02,Personalized Offer,0
1426,972,2025-05-06,Refer & Earn,0
1427,1919,2025-03-18,Win-back,1
1428,5047,2025-04-09,Refer & Earn,0
1429,9179,2025-06-01,Refer & Earn,0
1430,51,2025-04-27,Cashback,1
1431,1305,2025-04-13,Personalized Offer,0
1432,399,2025-05-14,Refer & Earn,1
1433,7239,2025-05-25,Cashback,1
1434,94,2025-03-11,Refer & Earn,0
1435,2227,2025-04-17,Refer & Earn,1
1436,4077,2025-04-18,Refer & Earn,0
1437,1972,2025-04-02,Personalized Offer,0
1438,1800,2025-04-30,Win-back,1
1439,1699,2025-05-30,Personalized Offer,0
1440,2350,2025-04-07,Personalized Offer,1
1441,6121,2025-05-23,Cashback,0
1442,7214,2025-03-20,Personalized Offer,0
1443,6200,2025-03-24,Refer & Earn,0
1444,9501,2025-04-09,Refer & Earn,1
1445,1668,2025-04-22,Personalized Offer,1
1446,8620,2025-04-21,Win-back,0
1447,7432,2025-06-05,Refer & Earn,1
1448,3930,2025-05-04,Win-back,1
1449,6693,2025-05-12,Refer & Earn,1
1450,4472,2025-05-09,Win-back,1
1451,9929,2025-05-10,Refer & Earn,1
1452,7854,2025-05-23,Refer & Earn,1
1453,5154,2025-06-02,Cashback,1
1454,1409,2025-05-29,Personalized Offer,0
1455,2911,2025-04-19,Refer & Earn,1
1456,1332,2025-05-04,Cashback,1
1457,3357,2025-04-26,Win-back,0
1458,4572,2025-05-28,Refer & Earn,1
1459,3102,2025-04-22,Win-back,0
1460,8516,2025-04-13,Win-back,0
1461,7411,2025-05-31,Cashback,1
1462,6770,2025-04-09,Personalized Offer,0
1463,665,2025-05-28,Refer & Earn,1
1464,9177,2025-05-29,Win-back,1
1465,4735,2025-04-30,Cashback,0
1466,3922,2025-03-31,Cashback,1
1467,504,2025-06-08,Win-back,0
1468,390,2025-04-16,Win-back,0
1469,3028,2025-06-07,Cashback,1
1470,9396,2025-03-27,Personalized Offer,1
1471,3513,2025-06-01,Refer & Earn,1
1472,7684,2025-04-21,Win-back,0
1473,7517,2025-05-16,Win-back,0
1474,5660,2025-05-08,Refer & Earn,1
1475,9952,2025-04-20,Personalized Offer,1
1476,6636,2025-04-11,Refer & Earn,0
1477,5253,2025-03-24,Personalized Offer,1
1478,5847,2025-03-29,Win-back,1
1479,2928,2025-04-24,Cashback,0
1480,1122,2025-04-08,Refer & Earn,1
1481,7010,2025-03-22,Personalized Offer,1
1482,6734,2025-04-09,Win-back,0
1483,8662,2025-05-29,Refer & Earn,0
1484,9010,2025-06-04,Win-back,1
1485,9197,2025-05-13,Win-back,0
1486,3979,2025-06-05,Cashback,1
1487,5047,2025-04-03,Personalized Offer,0
1488,630,2025-06-05,Refer & Earn,0
1489,5890,2025-06-01,Refer & Earn,1
1490,3593,2025-04-19,Refer & Earn,0
1491,6489,2025-03-17,Personalized Offer,0
1492,8366,2025-06-01,Refer & Earn,1
1493,9154,2025-03-29,Cashback,0
1494,8541,2025-06-05,Personalized Offer,1
1495,863,2025-03-11,Cashback,0
1496,6441,2025-04-22,Refer & Earn,0
1497,9185,2025-05-16,Personalized Offer,1
1498,4194,2025-04-04,Cashback,0
1499,4237,2025-04-11,Refer & Earn,1
1500,2792,2025-04-26,Refer & Earn,0
1501,8271,2025-05-18,Refer & Earn,0
1502,46,2025-04-12,Personalized Offer,1
1503,2737,2025-05-01,Cashback,1
1504,3416,2025-06-07,Cashback,1
1505,325,2025-03-30,Personalized Offer,1
1506,985,2025-03-19,Personalized Offer,0
1507,5465,2025-04-02,Refer & Earn,0
1508,8786,2025-04-28,Cashback,1
1509,470,2025-03-14,Personalized Offer,1
1510,8024,2025-04-27,Cashback,0
1511,8000,2025-05-21,Personalized Offer,1
1512,7975,2025-03-20,Personalized Offer,0
1513,35,2025-04-18,Refer & Earn,0
1514,9238,2025-06-04,Win-back,1
1515,1449,2025-05-01,Refer & Earn,0
1516,2722,2025-03-15,Cashback,1
1517,8307,2025-05-05,Refer & Earn,1
1518,4493,2025-05-27,Cashback,0
1519,7831,2025-04-28,Personalized Offer,1
1520,4750,2025-03-12,Win-back,0
1521,9457,2025-04-28,Cashback,0
1522,3390,2025-05-24,Personalized Offer,1
1523,1913,2025-03-14,Cashback,1
1524,4751,2025-04-05,Cashback,0
1525,5688,2025-03-26,Cashback,1
1526,5592,2025-03-11,Win-back,0
1527,8068,2025-06-01,Refer & Earn,0
1528,3229,2025-04-25,Personalized Offer,1
1529,8420,2025-03-18,Win-back,0
1530,2899,2025-03-12,Cashback,1
1531,5925,2025-06-06,Win-back,1
1532,6081,2025-05-08,Refer & Earn,0
1533,7086,2025-05-21,Cashback,1
1534,1344,2025-03-25,Refer & Earn,0
1535,5821,2025-03-16,Win-back,1
1536,9262,2025-03-26,Cashback,1
1537,4186,2025-03-22,Personalized Offer,1
1538,708,2025-05-05,Refer & Earn,1
1539,856,2025-04-17,Refer & Earn,0
1540,514,2025-05-27,Win-back,0
1541,9216,2025-06-05,Refer & Earn,0
1542,3805,2025-04-02,Refer & Earn,0
1543,6400,2025-06-07,Personalized Offer,0
1544,4671,2025-04-22,Refer & Earn,0
1545,1624,2025-06-01,Personalized Offer,0
1546,6473,2025-05-17,Refer & Earn,1
1547,1658,2025-05-04,Personalized Offer,1
1548,1110,2025-04-07,Cashback,0
1549,1602,2025-05-16,Cashback,0
1550,482,2025-04-07,Personalized Offer,1
1551,2810,2025-05-29,Win-back,1
1552,429,2025-05-16,Win-back,1
1553,9904,2025-03-30,Personalized Offer,0
1554,711,2025-04-21,Personalized Offer,1
1555,441,2025-05-03,Refer & Earn,0
1556,7663,2025-04-30,Personalized Offer,1
1557,2915,2025-05-20,Refer & Earn,0
1558,4932,2025-05-24,Personalized Offer,0
1559,1958,2025-04-25,Refer & Earn,0
1560,2917,2025-03-14,Refer & Earn,0
1561,3420,2025-04-01,Refer & Earn,1
1562,709,2025-04-19,Win-back,1
1563,5885,2025-04-07,Personalized Offer,1
1564,7948,2025-04-09,Cashback,0
1565,6622,2025-05-24,Cashback,1
1566,7708,2025-05-14,Personalized Offer,0
1567,9317,2025-05-06,Cashback,1
1568,9463,2025-03-18,Win-back,1
1569,8677,2025-05-16,Personalized Offer,0
1570,1267,2025-04-20,Win-back,0
1571,2691,2025-06-07,Personalized Offer,0
1572,8809,2025-03-28,Refer & Earn,0
1573,1623,2025-04-11,Win-back,0
1574,4907,2025-05-08,Personalized Offer,0
1575,9767,2025-06-08,Cashback,0
1576,6503,2025-05-09,Refer & Earn,0
1577,8759,2025-04-19,Win-back,1
1578,9411,2025-05-31,Win-back,1
1579,603,2025-06-01,Cashback,1
1580,9112,2025-05-13,Refer & Earn,0
1581,4101,2025-06-05,Personalized Offer,0
1582,3557,2025-04-25,Cashback,1
1583,7167,2025-04-11,Refer & Earn,0
1584,3456,2025-04-23,Personalized Offer,0
1585,1720,2025-05-18,Win-back,0
1586,4704,2025-04-15,Refer & Earn,1
1587,30,2025-05-12,Cashback,0
1588,9855,2025-04-24,Win-back,1
1589,5649,2025-04-23,Refer & Earn,1
1590,8915,2025-05-26,Win-back,0
1591,5666,2025-05-03,Personalized Offer,0
1592,3524,2025-04-04,Cashback,0
1593,2492,2025-03-28,Win-back,0
1594,7195,2025-03-17,Win-back,1
1595,4066,2025-06-04,Win-back,0
1596,2394,2025-05-24,Cashback,1
1597,6709,2025-04-27,Personalized Offer,0
1598,4492,2025-05-10,Win-back,1
1599,6775,2025-03-21,Refer & Earn,0
1600,6920,2025-03-20,Win-back,0
1601,3316,2025-05-14,Refer & Earn,1
1602,7665,2025-04-15,Cashback,1
1603,4341,2025-04-21,Cashback,1
1604,643,2025-03-27,Win-back,1
1605,7563,2025-04-15,Personalized Offer,0
1606,3805,2025-03-18,Win-back,0
1607,5793,2025-06-04,Cashback,0
1608,4397,2025-05-13,Refer & Earn,1
1609,1508,2025-03-17,Personalized Offer,0
1610,9728,2025-03-16,Refer & Earn,1
1611,9979,2025-05-29,Refer & Earn,1
1612,438,2025-03-12,Win-back,1
1613,595,2025-05-02,Personalized Offer,1
1614,2352,2025-06-02,Refer & Earn,0
1615,2110,2025-03-11,Cashback,1
1616,2154,2025-06-07,Refer & Earn,0
1617,8110,2025-03-20,Personalized Offer,1
1618,9515,2025-04-08,Win-back,0
1619,3104,2025-03-11,Cashback,1
1620,1498,2025-04-09,Win-back,0
1621,205,2025-03-20,Win-back,0
1622,4356,2025-04-06,Win-back,0
1623,6463,2025-03-20,Personalized Offer,1
1624,8197,2025-05-31,Refer & Earn,1
1625,1488,2025-04-26,Personalized Offer,0
1626,8240,2025-04-16,Refer & Earn,1
1627,7200,2025-04-02,Win-back,0
1628,2927,2025-04-30,Personalized Offer,0
1629,9750,2025-05-18,Win-back,0
1630,1442,2025-06-04,Cashback,1
1631,5535,2025-03-13,Refer & Earn,1
1632,4321,2025-04-19,Cashback,1
1633,4817,2025-05-10,Win-back,0
1634,4926,2025-05-19,Cashback,0
1635,1803,2025-05-20,Refer & Earn,0
1636,8608,2025-04-19,Refer & Earn,0
1637,5365,2025-04-05,Personalized Offer,0
1638,1349,2025-03-23,Cashback,0
1639,8236,2025-03-27,Personalized Offer,0
1640,384,2025-04-06,Refer & Earn,0
1641,7541,2025-03-17,Personalized Offer,1
1642,6128,2025-04-28,Cashback,1
1643,4622,2025-05-27,Personalized Offer,0
1644,6511,2025-04-22,Cashback,0
1645,9160,2025-05-07,Refer & Earn,0
1646,7256,2025-03-19,Personalized Offer,0
1647,9599,2025-05-10,Cashback,1
1648,4449,2025-04-28,Personalized Offer,0
1649,490,2025-04-12,Cashback,0
1650,4956,2025-05-07,Win-back,1
1651,5878,2025-04-01,Personalized Offer,1
1652,3311,2025-06-05,Refer & Earn,0
1653,1013,2025-04-08,Personalized Offer,0
1654,8076,2025-06-05,Cashback,0
1655,2507,2025-05-13,Personalized Offer,1
1656,8272,2025-05-23,Personalized Offer,0
1657,9658,2025-04-23,Personalized Offer,1
1658,6920,2025-06-03,Cashback,1
1659,9171,2025-03-13,Personalized Offer,0
1660,9741,2025-03-30,Win-back,1
1661,2431,2025-05-21,Win-back,0
1662,7446,2025-04-25,Personalized Offer,0
1663,5197,2025-04-23,Cashback,0
1664,817,2025-04-29,Win-back,0
1665,4759,2025-04-10,Personalized Offer,0
1666,655,2025-03-19,Cashback,1
1667,9578,2025-04-29,Win-back,0
1668,3305,2025-04-18,Cashback,1
1669,5847,2025-06-08,Refer & Earn,1
1670,3556,2025-05-25,Personalized Offer,1
1671,1355,2025-04-04,Win-back,0
1672,8337,2025-04-01,Cashback,0
1673,1462,2025-06-05,Cashback,1
1674,1560,2025-03-19,Personalized Offer,1
1675,4726,2025-03-18,Win-back,0
1676,3244,2025-05-25,Personalized Offer,1
1677,7934,2025-03-30,Cashback,1
1678,8038,2025-03-13,Personalized Offer,1
1679,861,2025-05-26,Cashback,1
1680,1343,2025-05-26,Cashback,0
1681,3367,2025-05-26,Personalized Offer,0
1682,9247,2025-03-27,Refer & Earn,0
1683,5200,2025-05-10,Personalized Offer,1
1684,4554,2025-03-19,Personalized Offer,1
1685,9304,2025-03-19,Refer & Earn,1
1686,8789,2025-04-01,Win-back,0
1687,5593,2025-03-30,Refer & Earn,1
1688,7802,2025-05-22,Refer & Earn,1
1689,4365,2025-03-15,Refer & Earn,1
1690,6988,2025-04-20,Personalized Offer,0
1691,1441,2025-05-04,Personalized Offer,1
1692,2122,2025-05-01,Refer & Earn,1
1693,1091,2025-04-17,Cashback,0
1694,9233,2025-05-28,Refer & Earn,0
1695,7147,2025-03-19,Refer & Earn,1
1696,9245,2025-04-02,Cashback,1
1697,5312,2025-04-03,Win-back,0
1698,4985,2025-05-15,Refer & Earn,0
1699,1,2025-04-14,Personalized Offer,0
1700,548,2025-06-01,Cashback,0
1701,3168,2025-05-12,Cashback,0
1702,5669,2025-05-13,Refer & Earn,0
1703,256,2025-04-13,Win-back,0
1704,2628,2025-03-13,Personalized Offer,0
1705,6274,2025-04-30,Personalized Offer,1
1706,1816,2025-04-28,Win-back,0
1707,7434,2025-03-12,Refer & Earn,0
1708,5517,2025-04-03,Personalized Offer,1
1709,3430,2025-04-27,Win-back,0
1710,3534,2025-05-23,Cashback,0
1711,555,2025-03-21,Personalized Offer,0
1712,1906,2025-04-26,Cashback,0
1713,456,2025-03-28,Personalized Offer,0
1714,9026,2025-05-21,Personalized Offer,0
1715,5823,2025-04-28,Refer & Earn,1
1716,7300,2025-04-22,Refer & Earn,1
1717,8933,2025-04-22,Cashback,0
1718,1182,2025-03-24,Win-back,0
1719,662,2025-03-11,Cashback,0
1720,4646,2025-06-03,Win-back,1
1721,6547,2025-03-17,Win-back,0
1722,419,2025-05-30,Win-back,0
1723,8477,2025-03-16,Cashback,1
1724,9281,2025-06-03,Personalized Offer,0
1725,9527,2025-05-30,Personalized Offer,0
1726,7254,2025-05-06,Refer & Earn,0
1727,2620,2025-04-16,Cashback,0
1728,4755,2025-04-17,Personalized Offer,0
1729,4421,2025-03-27,Cashback,1
1730,6779,2025-05-10,Cashback,0
1731,6242,2025-04-26,Personalized Offer,0
1732,5870,2025-05-14,Refer & Earn,1
1733,6215,2025-03-19,Win-back,1
1734,1174,2025-03-20,Win-back,1
1735,4893,2025-04-09,Refer & Earn,0
1736,5386,2025-05-14,Win-back,0
1737,1976,2025-05-20,Refer & Earn,0
1738,1355,2025-04-12,Personalized Offer,0
1739,5471,2025-04-29,Refer & Earn,1
1740,377,2025-05-21,Personalized Offer,0
1741,9237,2025-04-09,Refer & Earn,0
1742,1169,2025-03-16,Personalized Offer,1
1743,981,2025-05-13,Refer & Earn,1
1744,5669,2025-05-27,Cashback,1
1745,4087,2025-05-09,Refer & Earn,0
1746,2447,2025-04-04,Win-back,1
1747,7716,2025-04-14,Personalized Offer,0
1748,6309,2025-04-27,Refer & Earn,1
1749,5142,2025-03-28,Personalized Offer,0
1750,469,2025-04-23,Cashback,1
1751,9197,2025-04-08,Personalized Offer,1
1752,2889,2025-05-06,Refer & Earn,0
1753,1212,2025-03-14,Cashback,1
1754,2488,2025-03-18,Win-back,1
1755,9756,2025-03-12,Refer & Earn,0
1756,315,2025-04-24,Cashback,1
1757,8771,2025-05-04,Personalized Offer,0
1758,9704,2025-04-25,Cashback,1
1759,1248,2025-03-27,Cashback,1
1760,5932,2025-05-30,Cashback,0
1761,1059,2025-03-29,Refer & Earn,1
1762,9656,2025-05-11,Refer & Earn,0
1763,2220,2025-04-01,Refer & Earn,1
1764,7505,2025-05-22,Cashback,1
1765,1452,2025-04-03,Personalized Offer,0
1766,5163,2025-06-07,Cashback,0
1767,5511,2025-05-30,Win-back,1
1768,6949,2025-04-08,Personalized Offer,0
1769,4740,2025-03-13,Cashback,0
1770,1101,2025-03-17,Win-back,1
1771,3607,2025-05-20,Refer & Earn,0
1772,9125,2025-03-11,Refer & Earn,0
1773,4641,2025-04-02,Personalized Offer,0
1774,6257,2025-05-09,Cashback,1
1775,8989,2025-05-26,Refer & Earn,0
1776,7860,2025-05-16,Personalized Offer,0
1777,2548,2025-06-05,Refer & Earn,0
1778,143,2025-05-14,Refer & Earn,1
1779,4692,2025-04-28,Refer & Earn,0
1780,9018,2025-03-25,Win-back,0
1781,532,2025-03-15,Refer & Earn,0
1782,1806,2025-05-02,Win-back,1
1783,1663,2025-04-15,Win-back,0
1784,7013,2025-06-04,Refer & Earn,1
1785,1674,2025-04-30,Refer & Earn,0
1786,8700,2025-05-15,Cashback,1
1787,5789,2025-05-06,Cashback,1
1788,3021,2025-05-10,Win-back,0
1789,5786,2025-04-10,Personalized Offer,1
1790,7465,2025-05-19,Win-back,0
1791,625,2025-05-28,Refer & Earn,0
1792,2071,2025-05-04,Cashback,0
1793,9815,2025-03-27,Refer & Earn,1
1794,6802,2025-05-14,Personalized Offer,0
1795,4484,2025-05-01,Cashback,0
1796,1044,2025-04-27,Win-back,1
1797,714,2025-06-04,Cashback,0
1798,6271,2025-04-03,Personalized Offer,0
1799,25,2025-04-03,Refer & Earn,0
1800,3422,2025-05-20,Refer & Earn,1
1801,9038,2025-04-25,Win-back,0
1802,3937,2025-03-27,Cashback,1
1803,1890,2025-04-29,Personalized Offer,0
1804,9308,2025-04-08,Personalized Offer,0
1805,9324,2025-03-19,Cashback,1
1806,1076,2025-04-05,Cashback,1
1807,8536,2025-04-22,Win-back,0
1808,8822,2025-04-17,Win-back,1
1809,4691,2025-03-25,Cashback,1
1810,177,2025-05-21,Personalized Offer,1
1811,3015,2025-04-16,Refer & Earn,1
1812,2885,2025-04-09,Personalized Offer,1
1813,8791,2025-06-08,Personalized Offer,1
1814,8064,2025-03-11,Win-back,1
1815,4761,2025-05-02,Cashback,0
1816,867,2025-04-18,Win-back,0
1817,8044,2025-04-11,Win-back,0
1818,8880,2025-04-07,Win-back,0
1819,69,2025-04-12,Win-back,1
1820,4618,2025-05-14,Win-back,1
1821,6415,2025-05-23,Refer & Earn,1
1822,8520,2025-05-21,Cashback,0
1823,2025,2025-04-07,Personalized Offer,1
1824,2871,2025-06-01,Personalized Offer,1
1825,5757,2025-04-01,Refer & Earn,0
1826,4159,2025-03-13,Personalized Offer,0
1827,1464,2025-03-20,Cashback,0
1828,3788,2025-05-27,Win-back,1
1829,6290,2025-05-18,Refer & Earn,1
1830,7476,2025-04-10,Refer & Earn,0
1831,5052,2025-04-11,Personalized Offer,1
1832,2959,2025-05-17,Personalized Offer,0
1833,4153,2025-03-17,Personalized Offer,0
1834,9767,2025-04-18,Personalized Offer,1
1835,7369,2025-05-27,Win-back,1
1836,5769,2025-04-24,Cashback,1
1837,1656,2025-05-25,Win-back,1
1838,8989,2025-04-07,Win-back,0
1839,8313,2025-05-08,Cashback,0
1840,3819,2025-03-27,Personalized Offer,0
1841,6454,2025-03-26,Win-back,1
1842,4582,2025-05-23,Cashback,0
1843,4374,2025-04-05,Win-back,1
1844,1020,2025-06-03,Personalized Offer,0
1845,6961,2025-05-20,Win-back,0
1846,2766,2025-05-15,Win-back,0
1847,6050,2025-04-02,Win-back,0
1848,2376,2025-03-15,Refer & Earn,1
1849,5474,2025-04-25,Refer & Earn,1
1850,5263,2025-05-24,Personalized Offer,1
1851,5429,2025-06-02,Refer & Earn,1
1852,545,2025-04-04,Cashback,0
1853,4722,2025-04-11,Personalized Offer,1
1854,3035,2025-05-22,Cashback,1
1855,7390,2025-06-07,Cashback,1
1856,5626,2025-03-11,Personalized Offer,0
1857,6300,2025-03-22,Personalized Offer,1
1858,7322,2025-04-21,Win-back,1
1859,202,2025-03-19,Personalized Offer,0
1860,8980,2025-05-12,Refer & Earn,1
1861,4004,2025-06-07,Cashback,0
1862,2868,2025-03-23,Cashback,1
1863,9522,2025-04-08,Cashback,1
1864,3204,2025-05-10,Personalized Offer,1
1865,5608,2025-05-22,Cashback,0
1866,6629,2025-04-20,Personalized Offer,0
1867,535,2025-06-01,Personalized Offer,1
1868,8944,2025-05-07,Cashback,1
1869,6357,2025-06-04,Cashback,0
1870,6371,2025-03-24,Personalized Offer,0
1871,9228,2025-04-20,Refer & Earn,0
1872,7616,2025-05-11,Cashback,1
1873,2843,2025-04-22,Cashback,1
1874,6787,2025-03-16,Win-back,1
1875,4912,2025-04-02,Personalized Offer,0
1876,812,2025-03-16,Refer & Earn,1
1877,590,2025-03-25,Cashback,0
1878,6112,2025-04-24,Refer & Earn,1
1879,494,2025-03-24,Refer & Earn,1
1880,2456,2025-05-16,Personalized Offer,0
1881,3875,2025-04-25,Refer & Earn,0
1882,5423,2025-05-21,Personalized Offer,1
1883,3010,2025-05-10,Personalized Offer,1
1884,6549,2025-05-08,Refer & Earn,0
1885,1514,2025-05-22,Personalized Offer,1
1886,7855,2025-04-25,Refer & Earn,1
1887,3925,2025-05-21,Cashback,0
1888,3724,2025-05-15,Win-back,0
1889,4968,2025-05-16,Win-back,1
1890,1423,2025-03-27,Refer & Earn,1
1891,1129,2025-05-27,Personalized Offer,1
1892,8321,2025-04-16,Personalized Offer,1
1893,84,2025-03-24,Refer & Earn,1
1894,9212,2025-04-21,Personalized Offer,0
1895,7421,2025-06-03,Personalized Offer,0
1896,9811,2025-04-27,Cashback,0
1897,7119,2025-04-15,Refer & Earn,0
1898,4591,2025-04-21,Win-back,0
1899,6610,2025-04-19,Cashback,1
1900,6261,2025-05-15,Cashback,1
1901,1816,2025-03-24,Refer & Earn,1
1902,3136,2025-06-06,Personalized Offer,0
1903,7223,2025-04-27,Win-back,1
1904,1679,2025-04-28,Refer & Earn,0
1905,7005,2025-05-07,Personalized Offer,0
1906,91,2025-05-01,Personalized Offer,0
1907,4640,2025-05-22,Refer & Earn,0
1908,8898,2025-06-05,Win-back,0
1909,365,2025-05-08,Refer & Earn,0
1910,8567,2025-05-15,Cashback,1
1911,3754,2025-04-17,Win-back,1
1912,8352,2025-03-18,Win-back,0
1913,5518,2025-05-11,Refer & Earn,0
1914,2930,2025-03-30,Win-back,1
1915,7644,2025-05-13,Win-back,1
1916,9820,2025-04-01,Refer & Earn,1
1917,356,2025-03-13,Personalized Offer,0
1918,7901,2025-05-14,Win-back,0
1919,2428,2025-04-01,Refer & Earn,0
1920,9999,2025-05-12,Personalized Offer,0
1921,3558,2025-05-04,Cashback,0
1922,2895,2025-04-30,Refer & Earn,0
1923,8561,2025-04-30,Personalized Offer,0
1924,9623,2025-03-17,Win-back,0
1925,7681,2025-05-03,Cashback,1
1926,9686,2025-06-06,Personalized Offer,0
1927,5821,2025-04-27,Win-back,0
1928,6721,2025-04-20,Cashback,0
1929,7442,2025-06-08,Refer & Earn,1
1930,1571,2025-05-02,Win-back,1
1931,6214,2025-05-13,Win-back,1
1932,8243,2025-04-24,Win-back,0
1933,7403,2025-05-11,Cashback,0
1934,2724,2025-03-18,Personalized Offer,0
1935,3112,2025-05-21,Personalized Offer,0
1936,8770,2025-04-09,Win-back,0
1937,9969,2025-05-06,Win-back,0
1938,6572,2025-05-29,Personalized Offer,1
1939,8782,2025-06-02,Personalized Offer,1
1940,3644,2025-05-17,Refer & Earn,1
1941,9112,2025-05-18,Cashback,0
1942,6374,2025-04-15,Personalized Offer,1
1943,1438,2025-03-19,Refer & Earn,0
1944,8883,2025-05-02,Refer & Earn,1
1945,2409,2025-05-01,Refer & Earn,0
1946,224,2025-03-28,Win-back,1
1947,1749,2025-05-17,Refer & Earn,1
1948,1097,2025-04-28,Cashback,1
1949,7784,2025-04-27,Refer & Earn,1
1950,580,2025-03-22,Cashback,1
1951,15,2025-05-18,Personalized Offer,0
1952,5230,2025-03-27,Cashback,1
1953,1839,2025-04-29,Win-back,0
1954,5604,2025-03-30,Personalized Offer,1
1955,4127,2025-04-18,Cashback,0
1956,3902,2025-04-08,Refer & Earn,0
1957,4028,2025-04-03,Refer & Earn,0
1958,6028,2025-03-19,Personalized Offer,0
1959,2077,2025-03-22,Personalized Offer,1
1960,567,2025-05-27,Win-back,0
1961,871,2025-05-11,Refer & Earn,0
1962,4263,2025-04-07,Refer & Earn,1
1963,7498,2025-05-25,Personalized Offer,1
1964,2708,2025-03-14,Refer & Earn,1
1965,5660,2025-05-22,Win-back,1
1966,7477,2025-04-12,Personalized Offer,1
1967,5645,2025-05-19,Refer & Earn,1
1968,9577,2025-04-20,Personalized Offer,1
1969,6095,2025-03-12,Win-back,1
1970,5073,2025-04-24,Refer & Earn,1
1971,8521,2025-05-05,Win-back,1
1972,5541,2025-04-12,Personalized Offer,0
1973,993,2025-06-06,Personalized Offer,0
1974,1541,2025-04-26,Personalized Offer,1
1975,7604,2025-03-22,Cashback,1
1976,6142,2025-05-16,Refer & Earn,1
1977,54,2025-04-10,Win-back,0
1978,9850,2025-04-14,Win-back,0
1979,9491,2025-05-11,Cashback,1
1980,7755,2025-03-23,Refer & Earn,1
1981,5363,2025-03-18,Win-back,0
1982,4736,2025-03-12,Personalized Offer,1
1983,815,2025-05-30,Cashback,0
1984,2736,2025-05-26,Win-back,0
1985,8075,2025-06-04,Refer & Earn,1
1986,3043,2025-05-05,Personalized Offer,0
1987,4595,2025-04-25,Personalized Offer,0
1988,9151,2025-05-10,Personalized Offer,1
1989,750,2025-05-05,Personalized Offer,0
1990,3594,2025-05-01,Refer & Earn,0
1991,3060,2025-04-29,Refer & Earn,1
1992,41,2025-04-07,Win-back,0
1993,285,2025-03-31,Cashback,1
1994,9966,2025-05-22,Personalized Offer,0
1995,2264,2025-05-07,Personalized Offer,1
1996,2423,2025-04-10,Win-back,0
1997,2400,2025-05-29,Cashback,0
1998,4685,2025-05-25,Win-back,1
1999,9657,2025-05-25,Win-back,0
2000,2492,2025-05-18,Win-back,0
2001,2867,2025-04-29,Win-back,0
